x,y
0.0,1984.8731954880204
0.5025125628140703,774.4462595032868
1.0050251256281406,14.827394369432227
1.507537688442211,835.5233929262905
2.0100502512562812,518.9533681032514
2.5125628140703515,1118.927330270665
3.015075376884422,1355.6718370889387
3.517587939698492,634.5382549469457
4.0201005025125625,1163.8394797657454
4.522613065326633,239.97921622551254
5.025125628140703,1545.0719866646057
5.527638190954773,631.4236928068659
6.030150753768844,1664.6497443389808
6.532663316582914,996.1704607377604
7.035175879396984,167.9374685213392
7.537688442211055,640.413855846682
8.040201005025125,1470.2769645179883
8.542713567839195,1088.927387740219
9.045226130653266,1046.3891469426483
9.547738693467336,737.7308694604262
10.050251256281406,500.201121672851
10.552763819095476,1747.6403691536198
11.055276381909547,1181.382349949286
11.557788944723617,1516.865278513137
12.060301507537687,1249.6940561891174
12.562814070351758,108.4476885548948
13.065326633165828,1206.5243639502476
13.567839195979898,388.710962447014
14.070351758793969,824.3314533628887
14.572864321608039,1582.7679691123362
15.07537688442211,1112.431959466889
15.57788944723618,1323.0995771103183
16.08040201005025,181.54148307081545
16.58291457286432,1988.1177219057
17.08542713567839,354.4455997493512
17.587939698492463,2100.962678313116
18.09045226130653,1188.6111118934668
18.5929648241206,763.7210841265892
19.09547738693467,747.4651612162145
19.597989949748744,1136.1199197061214
20.100502512562812,2114.611088015376
20.60301507537688,266.70540741552367
21.105527638190953,1352.4822978951943
21.608040201005025,498.1493352382169
22.110552763819094,1086.60442879876
22.613065326633162,1400.2868919088512
23.115577889447234,1478.2224158594329
23.618090452261306,817.5328684910587
24.120603015075375,1471.5870648463642
24.623115577889443,2136.6282306490893
25.125628140703515,1335.7932821722734
25.628140703517587,1497.8641251050265
26.130653266331656,1499.6115939695023
26.633165829145725,1477.362401216592
27.135678391959797,1813.6603273678397
27.63819095477387,2350.0175357163453
28.140703517587937,1340.1354458092374
28.643216080402006,1105.8684722504147
29.145728643216078,1872.6215468362138
29.64824120603015,1719.242527591276
30.15075376884422,800.6020392289304
30.653266331658287,1186.9861114724363
31.15577889447236,636.1337007929523
31.65829145728643,899.244287679483
32.1608040201005,947.8434298755739
32.66331658291457,1504.3935431754305
33.16582914572864,2405.2364677511246
